,Unnamed: 0,id,name,state,city,latitude,longitude,license_type,address,rating,reviews_count,zip_code,web_url,retailer_services,phone,adult_use_cultivation,adult_use_nonstorefront,adult_use_retail,distributor,medical_cultivation,medical_nonstorefront,medical_retail,microbusiness
705,705,2398,REDSTONE SERVICE,CA,San Ramon,37.786584999999995,-121.952269,medical,,4.0,30,94583,https://weedmaps.com/deliveries/redstone-service-2-2,delivery,(925) 395-7309,,,,,,,,
707,707,6418,Le Shoppe,CA,Campbell,37.286078,-121.97668,medical,,4.0,30,95008,https://weedmaps.com/deliveries/abraxas-delivery,delivery,408-858-2422,,,,,,,,
713,713,33112,TOP SHELF EXPRESS,CA,Walnut Creek,37.917231,-122.07184099999999,hybrid,,2.0,12,95020,https://weedmaps.com/deliveries/top-shelf-express-walnut-creek,delivery,408-703-4420,,,,,,,,
715,715,16535,M.A.R.S. - Tracy,CA,Tracy,37.706005,-121.42663,medical,,4.0,108,95377,https://weedmaps.com/deliveries/mars,delivery,510-302-5884,,,,,,,,
716,716,772,Mobile420rx - Livermore,CA,Livermore,37.688344,-121.77965900000001,medical,,4.0,80,94551,https://weedmaps.com/deliveries/mobile-420-rx,delivery,925-984-3483,,,,,,,,
717,717,7818,MINT XPRESS - Santa Clara,CA,Santa Clara,37.340072,-121.940161,hybrid,,4.0,39,94085,https://weedmaps.com/deliveries/mint,delivery,(408) 627-7310,,,,,,,,
719,719,21535,Redstone Service,Ca,Dublin,37.685414,-121.92961299999999,medical,,4.0,13,94568,https://weedmaps.com/deliveries/redstone-service-2-2-2,delivery,925-395-7309,,,,,,,,
724,724,17546,420 Organics - Brentwood,CA,Brentwood,37.965455,-121.77035,medical,,4.0,321,94511,https://weedmaps.com/deliveries/420-organics-421,delivery,(925) 848-8621,,,,,,,,
726,726,16989,Specialty Meds - Tracy,CA,Tracy,37.725344,-121.434649,medical,,4.0,76,95376,https://weedmaps.com/deliveries/specialty-meds-7,delivery,209-237-8932,,,,,,,,
727,727,2878,Mobile420rx - Pleasanton,CA,Pleasanton,37.681948,-121.87573200000001,medical,,4.0,44,94566,https://weedmaps.com/deliveries/mobile420rx-2,delivery,(925) 984-3483,,,,,,,,
730,730,2748,Redstone Service,CA,Walnut Creek,37.924664,-122.09080700000001,medical,,4.0,41,94520,https://weedmaps.com/deliveries/redstone-service-2-5,delivery,925-395-7309,,,,,,,,
735,735,14455,Tweedys,CA,Pleasanton,37.658279,-121.89706799999999,medical,,4.0,61,94566,https://weedmaps.com/deliveries/tweedys,delivery,925-344-5366,,,,,,,,
736,736,16917,Heals on Wheels- Union City,CA,Union City,37.542361,-121.989331,medical,,4.0,50,94587,https://weedmaps.com/deliveries/510-healing-511,delivery,(510) 258-8058,,,,,,,,
738,738,11783,Four Horsemen Wellness - Livermore,CA,Livermore,37.67875,-121.770182,medical,,4.0,35,94551,https://weedmaps.com/deliveries/four-horsemen-wellness,delivery,925-621-9927,,,,,,,,
739,739,37442,Healthy Greens - Walnut Creek,CA,Walnut Creek,37.894425,-122.05384,medical,,5.0,10,94596,https://weedmaps.com/deliveries/healthy-greens-7,delivery,(510)240-2437,,,,,,,,
740,740,31780,Ghost Collective,CA,San Jose,37.306106,-121.92274499999999,medical,,3.0,168,95112,https://weedmaps.com/deliveries/ghost-collective,delivery,510-602-1549,,,,,,,,
743,743,46117,California Patients Club,California,Santa Clara,37.35,-121.96,medical,,0.0,0,95050,https://weedmaps.com/deliveries/california-patients-club-920,delivery,,,,,,,,,
744,744,4677,The 1 Delivery Service - Pleasanton,CA,Pleasanton,37.694067,-121.878464,medical,,4.0,100,94566,https://weedmaps.com/deliveries/the-1-delivery-service,delivery,925-705-0831,,,,,,,,
746,746,51731,Indigenous Blendz,CA,Benton,37.800311,-118.5294,medical,555 Yellow Jacket Road,4.0,17,93512,https://weedmaps.com/dispensaries/indigenous-blendz,storefront,760-937-3801,,,,,,,,
751,751,61657,Northstar Marysville,CA,Marysville,39.14774,-121.58618999999999,medical,1109 Chestnut St. Suite 1,0.0,0,95901,https://weedmaps.com/dispensaries/northstar-marysville,storefront,,,,,,,,,
760,760,42995,The Natural Fix - Vacaville,CA,Vacaville,38.349794,-121.980282,medical,,3.0,13,95687,https://weedmaps.com/deliveries/the-natural-fix-vacaville,delivery,844-464-7420,,,,,,,,
764,764,8445,Butterfly Holistic,CA,Olivehurst,39.102615,-121.550712,medical,,4.0,398,95961,https://weedmaps.com/deliveries/butterfly-holistic,delivery,530-777-3832,,,,,,,,
766,766,34411,JWC Deliveries -Recreational,CA,Davis,38.542894,-121.76075700000001,hybrid,,4.0,54,95616,https://weedmaps.com/deliveries/jade-wellness-center-3,delivery,916-968-6292,,​M9180000067,,,,,,
769,769,42993,The Natural Fix - Fairfield,CA,Fairfield,38.243588,-122.052277,medical,,3.0,10,94533,https://weedmaps.com/deliveries/the-natural-fix-fairfield,delivery,844-464-7420,,,,,,,,
775,775,27114,Lings Candy Shop,CA,Elk Grove,38.438212,-121.391989,medical,,4.0,180,95814,https://weedmaps.com/deliveries/ling-s-candy-shop-3,delivery,9165995931,,,,,,,,
778,778,19483,NorCal Holistics,CA,Arden Arcade,38.617553,-121.36450400000001,medical,,4.0,26,95821,https://weedmaps.com/deliveries/norcal-holistic-s-3,delivery,(916) 993-5361,,A9180000093 ,,,,M9180000077 ,,
781,781,43867,Paradise,CA,Citrus Heights,38.689906,-121.304204,medical,,4.0,45,95621,https://weedmaps.com/deliveries/paradise-citrus-heights,delivery,9162808529,,,,,,,,
787,787,1005,Greens Trees Collective,Ca,Yuba City,39.151496,-121.63531699999999,medical,,4.0,303,95991,https://weedmaps.com/deliveries/greens-trees-collective-2,delivery,530-695-7523,,,,,,,,
789,789,40494,Organicc Matters,CA,Sacramento,38.423581,-121.41818400000001,medical,,4.0,62,95842,https://weedmaps.com/deliveries/organicc-matters,delivery,9162716901,,,,,,,,
793,793,3994,City Of Trees,CA,Sacramento,38.539424,-121.449781,medical,,4.0,402,95825,https://weedmaps.com/deliveries/city-of-trees-collective-2-2,delivery,916-882-2469,,,,,,,,
798,798,45236,VHHC Delivery - Fairfield,CA,Fairfield,38.26,-122.06,medical,,1.0,2,94533,https://weedmaps.com/deliveries/vhhc-delivery-fairfield,delivery, (707) 652-5018,,,,,,,,
800,800,7012,Emerald Clouds,California,Solano County,38.365061,-121.96486000000002,medical,,4.0,266,94534,https://weedmaps.com/deliveries/emerald-clouds,delivery,(707) 880-9388,,,,,,,,
802,802,23621,MaryJane's Medical Center,CA,Marysville,39.121818,-121.56615,medical,,4.0,264,95901,https://weedmaps.com/deliveries/patients-unite,delivery,5306325706,,,,,,,,
805,805,45034,Back Door Connect,California,Carmichael,38.595341999999995,-121.346043,medical,,5.0,8,95608,https://weedmaps.com/deliveries/back-door-connect,delivery,916-990-7713,,,,,,,,
807,807,9216,Green Centaur - Vacaville,CA,Vacaville,38.359227000000004,-122.00471999999999,medical,,4.0,165,95688,https://weedmaps.com/deliveries/green-centaur,delivery,7078805555,,,,,,,,
808,808,30771,Meditation Meds,CA,Roseville,38.744104,-121.313726,medical,,4.0,108,92832,https://weedmaps.com/deliveries/meditation-meds-4,delivery,9166637138,,,,,,,,
809,809,2204,Citadel Alternative Care - South Sacramento,CA,Sacramento,38.461890999999994,-121.38311599999999,medical,,4.0,246,95826,https://weedmaps.com/deliveries/citadel-galt,delivery,844-778-6741  ,,,,,,,,
810,810,28854,Meditation Meds,CA,Arden-Arcade,38.611472,-121.364515,medical,,4.0,88,95821,https://weedmaps.com/deliveries/meditation-meds,delivery,9166637138,,,,,,,,
812,812,2497,Tree4Life Mobile Dispensary,CA,Fairfield,38.264511999999996,-122.072543,medical,,4.0,56,94534,https://weedmaps.com/deliveries/tree4life-mobile-dispensary-2,delivery,(707) 419 2934,,,,,,,,
814,814,24716,Premier Budz - Fairfield,CA,Fairfield,38.258247,-122.024977,medical,,4.0,190,94533,https://weedmaps.com/deliveries/premier-budz,delivery,(408) 444-0898,,,,,,,,
815,815,29398,Black Elephant,CA,Elk Grove,38.425726,-121.37753300000001,medical,,4.0,83,95624,https://weedmaps.com/deliveries/black-elephant,delivery,916-860-7180,,,,,,,,
817,817,43632,Go Green,CA,Roseville,38.770154999999995,-121.30034099999999,medical,,5.0,22,95678,https://weedmaps.com/deliveries/go-green-roseville,delivery,916-547-0013,,,,,,,,
818,818,2481,Tree4Life Mobile Dispensary,CA,Vacaville,38.355272,-121.979523,medical,,4.0,38,95687,https://weedmaps.com/deliveries/tree4life-mobile-dispensary,delivery,(707) 419 2934,,,,,,,,
819,819,30769,Meditation Meds,CA,Sacramento,38.569684,-121.495102,medical,,4.0,8,95811,https://weedmaps.com/deliveries/meditation-meds-3,delivery,9166637138,,,,,,,,
821,821,28250,Green Frog,CA,Sacramento/Natomas,38.656071000000004,-121.507222,hybrid,,4.0,187,95835,https://weedmaps.com/deliveries/green-frog-2,delivery,9164107839,,,,,,,,
822,822,2223,Citadel Alternative Care - Elk Grove,CA,Elk Grove,38.44511,-121.405828,medical,,4.0,340,95758,https://weedmaps.com/deliveries/citadel-alternative-care-elk-grove,delivery,844-778-6741,,,,,,,,
823,823,28985,Meditation Meds,CA,Citrus Heights,38.721711,-121.36457,medical,,4.0,76,95831,https://weedmaps.com/deliveries/meditation-meds-2,delivery,9166637138,,,,,,,,
824,824,22082,Gaia Xpress,CA,Roseville,38.770177000000004,-121.269377,medical,,4.0,82,95678,https://weedmaps.com/deliveries/gaia-express-7,delivery,9162560431,,,,,,,,
825,825,14131,Top Shelf Delivery Service / CBD Wellness,CA,Yuba City,39.112781,-121.63456799999999,medical,,3.0,88,95991,https://weedmaps.com/deliveries/topshelfextracts,delivery,530-701-3743,,,,,,,,
827,827,44218,JWC Deliveries -Recreational,CA,Fairfield,38.251468,-122.043327,hybrid,,4.0,6,95691,https://weedmaps.com/deliveries/jwc-deliveries-recreational,delivery,916-968-6292,,​M9180000067,,,,,,
829,829,28064,Sac Medical Extracts,CA,Roseville,38.806208000000005,-121.243747,medical,,4.0,234,95677,https://weedmaps.com/deliveries/sac-medical-extracts,delivery,916-476-7859,,,,,,928163670,,
830,830,20734,Too Tall Trees,CA,Elk Grove,38.403058,-121.41811100000001,medical,,4.0,97,95757,https://weedmaps.com/deliveries/too-tall-trees,delivery,916-247-4184,,,,,,,,
832,832,37487,Emerald City Delivery,CA,Yuba City,39.14,-121.63,medical,,4.0,39,95991,https://weedmaps.com/deliveries/pvf-collective-yuba-city,delivery,(530)519-7880,,,,,,,,
833,833,46540,"Peace, Love, & Smoke",CA,Fairfield,38.261354,-122.049272,medical,,5.0,5,94533,https://weedmaps.com/deliveries/peace-love-smoke,delivery,707-207-9013,,,,,,,,
838,838,32443,Advanced Herbal Remedies,CA,Fairfield,38.265406,-122.02499499999999,medical,,4.0,51,94533,https://weedmaps.com/deliveries/advanced-herbal-remedies,delivery,707-366-5030,,,,,,,,
839,839,31308,A-1 Reliable Delivery,CA,Marysville,39.143829,-121.59185,medical,,4.0,64,95901,https://weedmaps.com/deliveries/a-1-realible-delivery,delivery,530-812-5242,,,,,,,,
840,840,42114,Cannadirect420,CA,Elk Grove,38.423278,-121.44806000000001,medical,,4.0,19,95758,https://weedmaps.com/deliveries/cannadirect420,delivery,(916)995-5672,,,,,,,,
844,844,16707,Bay Roots Organics,CA,Fairfield,38.240231,-122.0361,medical,,4.0,346,94533,https://weedmaps.com/deliveries/bay-roots-organics,delivery,(707)-389-6405,,,,,,,,
845,845,13915,Citadel Alternative Care - Roseville,CA,Roseville,38.782519,-121.293733,medical,,4.0,113,95678,https://weedmaps.com/deliveries/citadel-alternative-care-santa-monica,delivery,844-778-6741,,,,,,,,
847,847,40402,Monterey Bay Alternative Medicine,CA,Del Rey Oaks,36.5989096,-121.85027340000002,hybrid,800 Portola Drive,4.0,2079,93940,https://weedmaps.com/dispensaries/monterey-bay-alternative-medicine,storefront,(831) 393-2500,,,A10170000009 ,,,,M10170000016,
848,848,2467,Ounce House,CA,Monterey,36.594496,-121.85500800000001,medical,,4.0,342,93940,https://weedmaps.com/deliveries/the-nug-company,delivery,(831) 869-7531,,,,,,,,
852,852,19394,High North,CA,Monterey,36.583255,-121.90160300000001,medical,,4.0,128,93940,https://weedmaps.com/deliveries/high-north-2,delivery,831-204-8870,,,,,,,,
855,855,59146,Cannacruz Salinas,CA,Salinas,36.65465,-121.630583,medical,1156 Abbott Street,2.0,18,93901,https://weedmaps.com/dispensaries/cannacruz-salinas,storefront,(831) 420-3227,,,,,,,,
867,867,61306,California Finest CBD Depot,CA,Monterey,36.616133000000005,-121.903485,medical,800 Lighthouse Avenue,5.0,3,93940,https://weedmaps.com/dispensaries/california-finest-cbd-depot-2,storefront,(831) 324-0078,,,,,,,,
868,868,42257,Trail Blazers Cannabis Company,CA,San Jose,37.334878,-121.919712,medical,,4.0,112,95123,https://weedmaps.com/deliveries/trailblazers-cannabis-company,delivery,(408)-359-3552,,,,,,,,
869,869,2317,MINT XPRESS - Morgan Hill,CA,Morgan Hill,37.101923,-121.64884599999999,hybrid,,4.0,86,95037,https://weedmaps.com/deliveries/mint-alternative-healing-delivery-3,delivery,(408) 659-8434,,,,,,,,
870,870,590,Tranquility Health Collective: Community First.,CA,Monterey,36.585256,-121.89201499999999,medical,,4.0,164,93940,https://weedmaps.com/deliveries/tranquility-health-collective,delivery,831-393-4842,,,,,,,,
872,872,46888,Blossom,CA,San Jose,37.323402,-121.94443000000001,medical,,5.0,2,000000,https://weedmaps.com/deliveries/blossom,delivery,408-745-9245,,,,,,,,
873,873,45688,The Guild SJ,CA,San Jose,37.288678000000004,-121.849648,hybrid,2943 Daylight Way,4.0,361,95111,https://weedmaps.com/dispensaries/guild,storefront,408-224-0420,,,,,,,,M12180000075
875,875,20093,GW Farms,CA,Gilroy,37.009059,-121.566824,medical,,4.0,213,95020,https://weedmaps.com/deliveries/gw-farms,delivery,(831)-537-6012,,,,,,,,
876,876,37117,Peace Church,CA,San Jose,37.344353000000005,-121.872129,medical,,4.0,288,95112,https://weedmaps.com/deliveries/sacrament-of-peace-church,delivery,408-620-7182,,,,,,,,
877,877,8790,3PMLIVE,CA,South Bay Area,37.354068,-121.948438,medical,,4.0,118,95050,https://weedmaps.com/deliveries/3pmlive,delivery,408 332 7817,,,,,,,,
880,880,33804,Cannery Row Express,CA,Monterey,36.611999,-121.89801200000001,medical,,4.0,89,93940,https://weedmaps.com/deliveries/cannery-row-express,delivery,8315835119,,,,,,,,
882,882,10430,Community Wellness Center,CA,Santa Cruz,36.970225,-122.022241,medical,,4.0,43,95060,https://weedmaps.com/deliveries/community-wellness-center,delivery,(831) 221-6207,,,,,,,,
888,888,40322,K&R Delivery,CA,San Jose,37.323889,-121.892375,medical,,4.0,27,95110,https://weedmaps.com/deliveries/k-r-delivery,delivery,510-592-8998,,,,,,,,
889,889,10347,Calis Finest Greens - Sunnyvale/Santa Clara,CA,Santa Clara,37.35906,-121.94068,medical,,4.0,44,95053,https://weedmaps.com/deliveries/cali-s-finest-greens-2-2,delivery,(408) 6615362,,,,,,,,
891,891,18078,Silicon Valley Medicinal,CA,San Jose,37.303538,-121.861248,medical,,4.0,36,95110,https://weedmaps.com/deliveries/sv-medicinal-2-3,delivery,650-284-6262,,,,,,,,
893,893,17521,3PMLIVE,CA,South Bay,37.300584,-121.93816699999999,medical,,4.0,51,95124,https://weedmaps.com/deliveries/3pmlive-1,delivery,408 332 7817,,,,,,,,
895,895,23358,Tetra Relief - San Jose,CA,San Jose,37.354611,-121.918866,medical,,4.0,232,95110,https://weedmaps.com/deliveries/tetra-relief,delivery,833-838-7275,,,,,,,,
896,896,18951,HAZE,Ca,San Jose,37.313340000000004,-121.86314499999999,hybrid,1761 Smith Ave,4.0,825,95112,https://weedmaps.com/dispensaries/haze-1,storefront,(408) 266-4293 ,,,,,,,,M12180000072
897,897,58182,California Finest CBD Depot,CA,Hollister,36.853947999999995,-121.39768500000001,medical,201 McCray St Suite C,4.0,29,95023,https://weedmaps.com/dispensaries/california-finest-cbd-depot,storefront,831-630-5770,,,,,,,,
898,898,11642,Calis Finest Greens - Downtown San Jose,CA,San Jose,37.325218,-121.870103,medical,,4.0,96,95112,https://weedmaps.com/deliveries/calis-finest-greens-2,delivery,(408) 661-5362,,,,,,,,
899,899,10187,Silicon Valley Medicinal,CA,Santa Clara,37.344819,-121.94603899999998,medical,,4.0,22,95050,https://weedmaps.com/deliveries/sv-medicinal-2-2,delivery,650-284-6262,,,,,,,,
900,900,57335,TAO Healing,CA,San Jose,37.323254999999996,-121.915779,medical,1456 West San Carlos St,4.0,164,95126,https://weedmaps.com/dispensaries/tao-healing,storefront,4088168315,,,,,,,,
901,901,47414,Santa Cruz Genetics,CA,San Jose,37.29,-121.849653,recreational,92 Pullman Way,4.0,856,95111,https://weedmaps.com/dispensaries/santa-cruz-genetics,storefront,(408) 440-2362,,,,,,,,M12180000076
905,905,7914,Buddy's Cannabis,CA,San Jose,37.361425,-121.89721000000002,recreational,1075 N 10th St.,4.0,473,95112,https://weedmaps.com/dispensaries/buddyscannabis,storefront,408-298-8837,,,,,,,,M12170000001
909,909,55222,Monterey Holistic Health,CA,Monterey,36.613813,-121.902235,medical,623 Lighthouse Ave,4.0,10,93940,https://weedmaps.com/dispensaries/monterey-holistic-health,storefront,8315835122,,,,,,,,
910,910,16066,Hollister's Farmaceutical,CA,Hollister,36.853356,-121.42138700000001,medical,,4.0,753,95023,https://weedmaps.com/deliveries/monterey-s-farmaceutical-2,delivery,831-710-1125,,,,,,,,
911,911,15757,Monterey's Farmaceutical,CA,Monterey,36.599676,-121.845533,medical,,4.0,172,93940,https://weedmaps.com/deliveries/monterey-s-farmaceutical,delivery,831-710-1442,,,,,,,,
912,912,16067,Salina's Farmaceutical,CA,SALINAS,36.712140000000005,-121.64411899999999,medical,,4.0,634,93906,https://weedmaps.com/deliveries/monterey-s-farmaceutical-3,delivery,831-710-1325,,,,,,,,
913,913,755,Monterey Sanctuary,CA,Monterey,36.593785,-121.89816,medical,,4.0,351,93940,https://weedmaps.com/deliveries/monterey-sanctuary,delivery,831-455-6097,,,,,,,,
914,914,18968,Watsonville's Farmaceutical,CA,Watsonville,36.93504,-121.773381,medical,,4.0,129,95072,https://weedmaps.com/deliveries/watsonville-s-farmaceutical,delivery,(831)710-1442,,,,,,,,
915,915,9130,Primo,Ca,South Bay,37.25991,-121.914194,medical,,4.0,173,95008,https://weedmaps.com/deliveries/primos,delivery,831-200-3265,,,,,,,,
916,916,4772,Universal Sanctuary - Salinas,California,Salinas,36.676844,-121.639261,medical,,4.0,365,93906,https://weedmaps.com/deliveries/universal-sanctuary,delivery,831.710.2773,,,,,,,,
917,917,24636,Kush Rush Exotics,CA,San Jose,37.312924,-121.91131499999999,medical,,4.0,245,95123,https://weedmaps.com/deliveries/kush-rush-delivery-2,delivery,408-759-9163,,,,,,,,
918,918,9442,The Stimulater Express - Visalia,CA,Visalia,36.342267,-119.367811,medical,,4.0,418,93673,https://weedmaps.com/deliveries/the-stimulater-express,delivery,559-341-7308,,,,,,,,
919,919,27139,Designer Genetics,CA,Visalia,36.34203,-119.39452800000001,medical,,4.0,159,93277,https://weedmaps.com/deliveries/designer-genetics,delivery,(559) 356-7033,,,,,,,,
921,921,27310,Central Valley Green,CA,Visalia,36.320098,-119.32729499999999,medical,,4.0,147,93277,https://weedmaps.com/deliveries/central-valley-green-3,delivery,559-754-5049,,,,,,,,
922,922,25808,Richfield Grass Station,CA,Visalia,36.330107,-119.308816,medical,,4.0,959,93277,https://weedmaps.com/deliveries/richfield-grass-station,delivery,559.468.6172 ,,,,,,,,
923,923,32415,Mary Jane's Sweet Leafs Inc,CA,Visalia,36.319982,-119.35042800000001,medical,,4.0,84,93277,https://weedmaps.com/deliveries/mary-jane-sweet-leaf-inc,delivery,559-690-0100,,,,,,,,
924,924,32455,Always Lit Medicinal,CA,Visalia,36.312768,-119.367553,medical,,4.0,134,93277,https://weedmaps.com/deliveries/top-shelf-delivery-4,delivery,209-324-7740,,,,,,,,
927,927,80,Organic Medicine Delivery - Visalia,CA,Visalia,36.334643,-119.33631000000001,medical,,4.0,1221,93277,https://weedmaps.com/deliveries/organicmedicinedelivery,delivery,559-704-7993,,,,,,,,
928,928,21432,Green Stop Inc,CA,Hanford,36.31937,-119.672844,medical,,4.0,235,93230,https://weedmaps.com/deliveries/green-stop,delivery,(559) 786-8501,,,,,,,,
929,929,4683,Green Stop Inc.,california,Visalia,36.241,-119.31323200000001,medical,,4.0,500,93235,https://weedmaps.com/deliveries/green-stop-2-2,delivery,559-786-8501,,,,,,,,
930,930,27833,Naked Collective,CA,Visalia,36.312803,-119.34063799999998,medical,,4.0,172,93291,https://weedmaps.com/deliveries/naked-collective,delivery,559-999-9844,,,,,,,,
931,931,40682,Herb N Terp Farms,California,Visalia,36.32874,-119.33173700000002,medical,,4.0,105,93291,https://weedmaps.com/deliveries/herb-n-terp-farms,delivery,559-798-6380,,,,,,,,
932,932,18338,Busy Bee Services,CA,Visalia,36.312952,-119.313873,medical,,4.0,103,93277,https://weedmaps.com/deliveries/busy-bee-services,delivery,(775) 773-8741 ,,,,,,,,
933,933,29652,CentralCare,CA,Tulare,36.225882,-119.336913,medical,,4.0,155,93291,https://weedmaps.com/deliveries/centralcare,delivery,(559) 991-3908,,,,,,,,
934,934,10288,The Stimulater Express - Hanford,CA,Hanford,36.328066,-119.650498,medical,,4.0,177,93230,https://weedmaps.com/deliveries/the-stimulater-express-2,delivery, 559-369-3300 ,,,,,,,,
935,935,13862,Central Valley Alternative,CA,Visalia,36.320102,-119.292181,medical,,4.0,50,93277,https://weedmaps.com/deliveries/central-valley-alternative,delivery,8009762406,,,,,,,,
936,936,40375,Strictly Green,Ca,Hanford,36.342695,-119.66976299999999,medical,,4.0,29,93230,https://weedmaps.com/deliveries/strictly-green,delivery,559-201-7720,,,,,,,,
937,937,43826,Casa De Flores,CA,Visalia,36.345321999999996,-119.314229,medical,,4.0,23,93291,https://weedmaps.com/deliveries/casa-de-flores,delivery,(559) 786-0546,,,,,,,,
938,938,30160,CentralCare,CA,Lemoore,36.302577,-119.78345300000001,medical,,4.0,64,80201,https://weedmaps.com/deliveries/centralcare-2,delivery,(559) 991-3908,,,,,,,,
939,939,29708,Designer Genetics - Hanford,CA,Hanford,36.357341,-119.637028,medical,,4.0,33,93230,https://weedmaps.com/deliveries/designer-genetics-hanford,delivery,559-356-7033,,,,,,,,
940,940,20058,Magic Dragon Meadow,CA,Tulare,36.2077,-119.3473,medical,,4.0,28,93274,https://weedmaps.com/deliveries/magic-dragon-meadow,delivery,559-368-3157,,,,,,103005075,,
941,941,40744,Strictly Green,CA,Visalia,36.298453,-119.32255,medical,,4.0,48,93277,https://weedmaps.com/deliveries/strictly-green-2,delivery,559-201-7720,,,,,,,,
942,942,46498,Terpdrop,CA,Visalia,36.356196999999995,-119.29688999999999,medical,,5.0,6,93277,https://weedmaps.com/deliveries/terpdrop,delivery,(661)910-4365,,,,,,,,
943,943,46812,GetRight Genetics,California,Visalia,36.334521,-119.34984399999999,medical,,5.0,4,93291,https://weedmaps.com/deliveries/getright-genetics,delivery,559-740-8820 ,,,,,,,,
944,944,42998,Central Valley Alternative,California,Hanford,36.214991,-119.33093899999999,medical,,5.0,1,93230,https://weedmaps.com/deliveries/central-valley-alternative-3,delivery,(800) 976-2406,,,,,,,,
946,946,11760,Valley Meds,CA,El Centro,32.847451,-115.56888500000001,medical,,4.0,256,92243,https://weedmaps.com/deliveries/valleymeds,delivery,(442) 236-9947,,,,,,,,
947,947,291,Firetown Collective Inc.,CA,El Centro,32.818548,-115.612523,medical,,4.0,516,92243,https://weedmaps.com/deliveries/fire-town-collective,delivery,760-554-6678,,,,,,,,
948,948,2756,The Finer Things Collective,CA,El Centro,32.773742,-115.578332,medical,,4.0,444,92243,https://weedmaps.com/deliveries/rolling-stone-collective-2,delivery,(760)356-0620,,,,,,,,
949,949,10934,THC - The Healing Collective,CA,El Centro,32.825587,-115.595147,medical,,4.0,211,92243,https://weedmaps.com/deliveries/thc-2,delivery,(760) 996-9741,,TLOSICO,,,,,,
950,950,28749,S.O.S.,CA,El Centro,32.869281,-115.570196,medical,,4.0,151,92243,https://weedmaps.com/deliveries/s-o-s-2,delivery,619-832-4047,,,,,,,,
951,951,30855,PremiumCannabisClub,CA,El Centro,32.773773999999996,-115.535306,medical,,4.0,68,92243,https://weedmaps.com/deliveries/premiumcannabisclub,delivery,(760)996-5211,,,,,,,,
952,952,32867,CannaBake Deliveries,CA,BRAWLEY,32.97867,-115.52511899999999,medical,,4.0,62,92227,https://weedmaps.com/deliveries/cannaking-s-deliveries,delivery,7606556980,,,,,,,,
953,953,985,Natural Remedies,CA,El Centro,32.84004,-115.51853799999999,medical,,4.0,360,92251,https://weedmaps.com/deliveries/natures-remedies-2,delivery,760-425-0086,,,,,,,,
954,954,70,Desert Wellness,CA,El Centro,32.826065,-115.500652,medical,,4.0,257,92243,https://weedmaps.com/deliveries/desert-wellness-patients-association-delivery-service,delivery,760-693-7665,,,,,,,,
955,955,17230,HeadStasH,Ca,El Centro,32.825351,-115.56178799999999,hybrid,,4.0,257,92243,https://weedmaps.com/deliveries/the-doctor-s-stash,delivery,760-909-5251,,,,,,,,
956,956,29781,Flower Connection,CA,El Centro,32.774085,-115.60337,medical,,4.0,72,92227,https://weedmaps.com/deliveries/flower-connection-2,delivery,(760) 604-2678,,,,,,,,
957,957,17234,The Green Rose Cure,CA,Brawley,32.979028,-115.56361000000001,medical,,4.0,97,92227,https://weedmaps.com/deliveries/greenlane420,delivery,4422798813,,,,,,,,
958,958,35630,Imperial Valley Sanctuary,CA,El Centro,32.781353,-115.47383300000001,medical,,4.0,56,92243,https://weedmaps.com/deliveries/imperial-valley-sanctuary,delivery,7605544146,,,,,,,,
959,959,37284,El Centro Cannabis,CA,El Centro,32.787764,-115.569825,medical,,4.0,42,92243,https://weedmaps.com/deliveries/el-centro-cannabis-3,delivery,760-543-4167,,,,,,,,
960,960,42611,Blue Light Special,Ca,El Centro,32.800323,-115.56353899999999,medical,,4.0,74,92243,https://weedmaps.com/deliveries/blue-light-special,delivery,442-237-0447,,,,,,,,
961,961,42150,The Ounce House,CA,El Centro,32.814766,-115.57013300000001,medical,,4.0,28,92243,https://weedmaps.com/deliveries/the-ounce-house,delivery,760 460 6573,,,,,,,,
962,962,45878,Evergreen Farms,California,Brawley,32.978458,-115.53208400000001,medical,,0.0,0,92227,https://weedmaps.com/deliveries/evergreen-farms,delivery,,,,,,,,,
963,963,9475,Premium Meds,CA,Elk Grove,38.466862,-121.241497,medical,,4.0,167,95624,https://weedmaps.com/deliveries/premium-meds-2-9,delivery,916-226-5336,,,,,,,,
965,965,1422,Calaveras Little Trees - Delivery,CA,Sonora,37.975497999999995,-120.36205700000001,medical,,4.0,55,95370,https://weedmaps.com/deliveries/little-trees-wellness-collective,delivery,209-890-3647,,,,,,,,
968,968,22733,Cali Sun Collective,CA,Willows,39.529117,-122.189439,medical,,4.0,64,95988,https://weedmaps.com/deliveries/cali-sun-collective,delivery,5309023541,,,,,,,,
970,970,2637,530GreenTrees Delivery - Chico,CA,Chico,39.726134,-121.809334,medical,,4.0,293,95928,https://weedmaps.com/deliveries/530greentrees-delivery,delivery,5308761036 Text5309666950,,,,,,,,
971,971,16976,530GreenTrees Delivery,ca,Paradise,39.75374,-121.62858500000002,medical,,4.0,62,95967,https://weedmaps.com/deliveries/530greentrees-delivery-531,delivery,5309666950,,,,,,,,
973,973,44621,Top Shelf Delivery,California,Oroville,39.5138,-121.5564,medical,,4.0,8,95940,https://weedmaps.com/deliveries/top-shelf-delivery-oroville,delivery,530-552-1155,,,,,,,,
