id,name,state,city_x,latitude,longitude,license_type,address,rating,reviews_count,zip_code_x,web_url,retailer_services,phone_x,email_x,website_x,adult_use_cultivation,adult_use_nonstorefront,adult_use_retail,distributor,medical_cultivation,medical_nonstorefront,medical_retail,microbusiness,date_scraped,License Number,License Type,Business Owner,Business Contact Information,Business Structure,Premise Address,Status,Issue Date,Expiration Date,Activities,Adult-Use/Medicinal,zip_code_y,city_y,email_y,website_y,company_name,phone_y,License_no_dash
30909,Redwood Coast Collective,CA,Ben Lomond,37.0933652,-122.09649479999999,recreational,10090 Highway 9,4.49583333333333,48,95005,https://weedmaps.com/dispensaries/redwood-coast-collective,storefront,831-336-8795,redwoodcoastcollective1@gmail.com,,,,A10170000067TEMP,,,,,,2019-03,A10170000067TEMP,Cannabis - Retailer Temporary License,Patrick McCue,REDWOOD COAST LIFESTYLES INC.  : Redwood Coast Collective : Email- redwoodcoastcollective1@gmail.com : Phone- 8313368795 : Website- redwoodcoastcollective.com,Corporation,"10090 HWY  9 BEN LEMOND, CA 95005 County: SANTA CRUZ",Active,07/25/2019,01/01/2018,N/A for this license type,Adult-Use,10090,ben lemond,redwoodcoastcollective1@gmail.com,redwoodcoastcollective.com,redwood coast lifestyles inc.,8313368795.0,A10170000067TEMP
12190,Santa Cruz Naturals - Aptos,CA,Aptos,36.975771,-121.888112,hybrid,9077 Soquel Drive,4.63949044585987,471,95003,https://weedmaps.com/dispensaries/santacruzmountainnaturals-santa-cruz,storefront,831-688-7266,service@santacruznaturals.org,santacruznaturals.org/,,,A10170000044TEMP,,,,,,2019-03,A10170000044TEMP,Cannabis - Retailer Temporary License,Colin Disheroon,"MNAT, INC.  : Santa Cruz Naturals : Email- colin@santacruznaturals.org : Phone- 8316887266 : Website- santacruznaturals.org",Corporation,"9077 SOQUEL DR APTOS, CA 95003 County: SANTA CRUZ ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95003,aptos,colin@santacruznaturals.org,santacruznaturals.org,"mnat, inc.",8316887266.0,A10170000044TEMP
23003,Therapeutic Healthcare Collective,California,Santa Cruz,36.988347999999995,-121.95291200000001,hybrid,5011 Soquel Drive,4.6361445783132496,83,95073,https://weedmaps.com/dispensaries/scmobilemeds,storefront,(831)713-5641,thcprop215@gmail.com,www.thcsoquel.com,,,A10170000043TEMP,,,,M10170000096TEMP,,2019-03,A10170000043TEMP,Cannabis - Retailer Temporary License,Pete Tasseff,BI SUPPORTIVE SERVICES  : Therapeutic Healthcare Collective : Email- ptasseff@aol.com : Phone- 8313361910 : Website- www.bestsantacruzdispensary.com,Limited Liability Company,"5011 SOQUEL DR SOQUEL, CA 95073 County: SANTA CRUZ ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95073,soquel,ptasseff@aol.com,www.bestsantacruzdispensary.com,bi supportive services,8313361910.0,A10170000043TEMP
44736,TreeHouse,California,Soquel,36.990051,-121.95811200000001,medical,,5.0,1,95073,https://weedmaps.com/deliveries/treehouse-936d13b5-f8bf-47a4-aa31-bf6b4679ba02,delivery,833-378-6420,team@ourtreehouse.io,ourtreehouse.io,,,A10170000036TEMP,,,,M10170000060TEMP,,2019-03,A10170000036TEMP,Cannabis - Retailer Temporary License,Bryce Berryessa,KGMB LLC  : TreeHouse : Email- bryce@thecookieco831.com : Phone- 8318182956 : Website- www.thecookieco831.com,Limited Liability Company,"3651 SOQUEL DR SOQUEL, CA 95073 County: Santa Cruz",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95073,soquel,bryce@thecookieco831.com,www.thecookieco831.com,kgmb llc,8318182956.0,A10170000036TEMP
23271,Green Mammoth,California,Mammoth Lakes,37.645571600000004,-118.96818219999999,hybrid,94 Laurel Mt. Rd. Suite 420,4.17551020408163,98,93546,https://weedmaps.com/dispensaries/green-mammoth,storefront,760-934-5400,ShopLocal@MammothLakes.com,www.greenmammoth.org,,,C10180000022TEMP,,,,C10180000022TEMP,,2019-03,C10180000022TEMP,Cannabis - Retailer Temporary License,Don Wright,"ESHD, INC  : Green Mammoth : Email- juneya1980@gmail.com ",Corporation,"94 LAUREL MOUNTAIN RD MAMMOTH LAKES, CA 93546 County: MONO ",Active,08/17/2019,07/23/2018,N/A for this license type,BOTH,93546,mammoth lakes,juneya1980@gmail.com,,"eshd, inc",,C10180000022TEMP
61720,ASCENT,ca,Mammoth,37.647422999999996,-118.972651,recreational,3399 Main Street Suite L1,4.16666666666667,12,93546,https://weedmaps.com/dispensaries/ascent-mammoth,storefront,760-709-5801,info@ascentmammoth.com,www.ascentmammoth.com,,,C10180000099TEMP,,,,,,2019-03,C10180000099TEMP,Cannabis - Retailer Temporary License,Robert Calvert,"ASCENT SUPPLY COMPANY, LLC : Email- calbuddy@mac.com : Phone- 760-920-1990 : Website- www.ascent-cannabis.com",Limited Liability Company,"3399 MAIN ST MAMMOTH LAKES, CA 93546 County: MONO ",Active,09/24/2019,11/28/2018,N/A for this license type,Adult-Use,93546,mammoth lakes,calbuddy@mac.com,www.ascent-cannabis.com,"ascent supply company, llc",7609201990.0,C10180000099TEMP
48818,California Best Genetics,California,Citrus Heights,38.672558,-121.309422,medical,,0.0,0,95621,https://weedmaps.com/deliveries/california-best-genetics-2,delivery,(916) 241-3985,calisbestcannabis.ca@gmail.com,,,,C9180000125TEMP,,,,,,2019-03,C9180000125TEMP,Cannabis - Retailer Nonstorefront Temporary License,Lawrence Allende,"CALIFORNIA'S BEST GENETICS, LLC. : Email- lallende.la@gmail.com : Phone- 9162679332 ",Corporation,"SACRAMENTO, CA 958281805 County: SACRAMENTO ",Active,07/12/2019,12/14/2018,N/A for this license type,BOTH,95828,sacramento,lallende.la@gmail.com,,"california's best genetics, llc.",9162679332.0,C9180000125TEMP
59031,The Kana Company,CA,Davis,38.545581,-121.731146,hybrid,1605 2nd Street,4.54716981132075,53,95616,https://weedmaps.com/dispensaries/the-kana-company,storefront,(888) 452-6226,info@kanaco.com,www.kanaco.com,,,C10180000031TEMP,,,,C10180000031TEMP,,2019-03,C10180000031TEMP,Cannabis - Retailer Temporary License,Richard Vasquez,CALIFORNIA GROWN  : The Kana Company : Email- mamanpopsfarms@gmail.com : Phone- 9168656474 : Website- Kanaco.com,Corporation,"1605 2nd ST Davis, CA 95616 County: YOLO ",Active,06/09/2019,08/13/2018,N/A for this license type,BOTH,95616,davis,mamanpopsfarms@gmail.com,kanaco.com,california grown,9168656474.0,C10180000031TEMP
30838,515 Broadway - Sacramento,CA,Sacramento,38.565585,-121.50654499999999,hybrid,515 Broadway,4.04897959183673,343,95818,https://weedmaps.com/dispensaries/515-broadway-516,storefront,844-722-9333,info@515broadway.com,www.515Broadway.com,,,A10180000148TEMP,,,,A10180000148TEMP,,2019-03,A10180000148TEMP,Cannabis - Retailer Temporary License,Richard Vasquez,MAMA N POPS INC  : 515 Broadway : Email- Mamanpopsfarms@gmail.com : Phone- 9168656474 : Website- 515Broadway.com,Corporation,"515 BROAD WAY SACRAMENTO, CA 95818 County: SACRAMENTO ",Active,08/05/2019,01/12/2018,N/A for this license type,BOTH,95818,sacramento,mamanpopsfarms@gmail.com,515broadway.com,mama n pops inc,9168656474.0,A10180000148TEMP
28094,Florin Wellness Center,California,Sacramento,38.51097120000001,-121.503817,hybrid,1421 47th Ave.,4.3307506053268705,413,95822,https://weedmaps.com/dispensaries/the-florin-and-wellness-center,storefront,916-706-0563,contact@florinwellnesscenter.com,www.florinwellnesscenter.com,,,A10180000118TEMP,,,,M10170000081TEMP,,2019-03,A10180000118TEMP,Cannabis - Retailer Temporary License,Robert Baca,SACRAMENTO COMMERCIAL SERVICES  : Florin Wellness Center : Email- contact@florinwellnesscenter.com : Phone- 9167060563 : Website- florinwellnesscenter.com,Corporation,"1421 47th AVE Sacramento, CA 95822 County: SACRAMENTO ",Active,07/29/2019,01/05/2018,N/A for this license type,BOTH,95822,sacramento,contact@florinwellnesscenter.com,florinwellnesscenter.com,sacramento commercial services,9167060563.0,A10180000118TEMP
15112,SCCC,CA,Sacramento,38.656290999999996,-121.46988400000001,hybrid,135 Main Ave,4.0161476355248,867,95838,https://weedmaps.com/dispensaries/true-compassion-cooperative,storefront,916-254-3287,truecompassioncooperative@gmail.com,,,,A10180000216TEMP,,,,M10180000170TEMP,,2019-03,A10180000216TEMP,Cannabis - Retailer Temporary License,jacob schmidt,"SAFE CAPITOL COMPASSION COOPERATIVE, INC. : Email- truecompassion@yahoo.com : Phone- 9162543287 : Website- safecapitolcoop.com",Limited Liability Company,"135 MAIN AVE SACRAMENTO, CA 95838 County: SACRAMENTO ",Active,08/26/2019,02/02/2018,N/A for this license type,BOTH,95838,sacramento,truecompassion@yahoo.com,safecapitolcoop.com,"safe capitol compassion cooperative, inc.",9162543287.0,A10180000216TEMP
44170,1841 El Camino,CA,Sacramento,38.611451,-121.423449,hybrid,1841 El Camino Ave,4.28565615462869,983,95815,https://weedmaps.com/dispensaries/1841-el-camino,storefront,916-359-1841,info@1841ElCamino.com,www.1841ElCamino.com,,,A10180000317TEMP,,,,M10180000336TEMP,,2019-03,A10180000317TEMP,Cannabis - Retailer Temporary License,John Swanston,HORIZON NONPROFIT COLLECTIVE : Email- horizoncollective@yahoo.com : Phone- 9168708067 ,Corporation,"1841 El Camino AVE Sacramento, CA 95815 County: SACRAMENTO ",Active,07/20/2019,03/27/2018,N/A for this license type,BOTH,95815,sacramento,horizoncollective@yahoo.com,,horizon nonprofit collective,9168708067.0,A10180000317TEMP
757,Hugs Alternative Care,CA,Sacramento,38.5584551,-121.46121629999999,hybrid,2035 Stockton Blvd,4.19211822660098,203,95817,https://weedmaps.com/dispensaries/hugs-alternative-care,storefront,916-452-3699,HugsAlternative@gmail.com,www.hugssactown.com,,,A10180000129TEMP,,,,M10170000063TEMP,,2019-03,A10180000129TEMP,Cannabis - Retailer Temporary License,David Spradlin,HUGS ALTERNATIVE CARE : Email- david@mwgholdingsllc.com : Phone- 9167084095 : Website- www.hugssactown.com,Corporation,"2035 Stockton BLVD SACRAMENTO, CA 95817 County: SACRAMENTO ",Active,08/02/2019,01/09/2018,N/A for this license type,BOTH,95817,sacramento,david@mwgholdingsllc.com,www.hugssactown.com,hugs alternative care,9167084095.0,A10180000129TEMP
21746,Ohana Gardens,CA,Arden Arcade,38.595813,-121.37298200000001,recreational,,4.823776223776219,143,95825,https://weedmaps.com/deliveries/green-rose-3,delivery,(916) 354-9646,info@ohanagardens.org,,,,A9170000002TEMP,,,,,,2019-03,A9170000002TEMP,Cannabis - Retailer Nonstorefront Temporary License,Nasser Azimi,OHANA GARDENS  : Ohana Gardens : Email- nazimi@ohanagardens.org : Phone- 9167574892 : Website- www.ohanagardens.org,Corporation,"Sacramento, CA 95838 County: SACRAMENTO ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95838,sacramento,nazimi@ohanagardens.org,www.ohanagardens.org,ohana gardens,9167574892.0,A9170000002TEMP
19959,Ohana Gardens,CA,Citrus Heights,38.640260999999995,-121.271878,recreational,,4.867234042553191,235,95628,https://weedmaps.com/deliveries/green-rose-2,delivery,(916) 354-9646,info@ohanagardens.org,,,,A9170000002TEMP,,,,,,2019-03,A9170000002TEMP,Cannabis - Retailer Nonstorefront Temporary License,Nasser Azimi,OHANA GARDENS  : Ohana Gardens : Email- nazimi@ohanagardens.org : Phone- 9167574892 : Website- www.ohanagardens.org,Corporation,"Sacramento, CA 95838 County: SACRAMENTO ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95838,sacramento,nazimi@ohanagardens.org,www.ohanagardens.org,ohana gardens,9167574892.0,A9170000002TEMP
23738,Ohana Gardens,CA,Folsom,38.643983,-121.191166,recreational,,4.81411764705882,85,95630,https://weedmaps.com/deliveries/green-rose-4,delivery,(916) 354-9646,info@ohanagardens.org,www.ohanagardens.org,,,A9170000002TEMP,,,,,,2019-03,A9170000002TEMP,Cannabis - Retailer Nonstorefront Temporary License,Nasser Azimi,OHANA GARDENS  : Ohana Gardens : Email- nazimi@ohanagardens.org : Phone- 9167574892 : Website- www.ohanagardens.org,Corporation,"Sacramento, CA 95838 County: SACRAMENTO ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95838,sacramento,nazimi@ohanagardens.org,www.ohanagardens.org,ohana gardens,9167574892.0,A9170000002TEMP
23868,A Therapeutic Alternative,CA,Sacramento,38.57547,-121.464876,hybrid,3015 H Street,4.45,324,95816,https://weedmaps.com/dispensaries/a-therapeutic-alternative-sacramento,storefront,916 822 4717 ,info@atherapeuticalternative.com,www.atherapeuticalternative.com/,,,A10180000343TEMP,,,,M10180000393TEMP,,2019-03,A10180000343TEMP,Cannabis - Retailer Temporary License,Kimberly Cargile,A.T.A.C.H.S. INC.  : A Therapeutic Alternative : Email- atafrontdesk@gmail.com : Phone- 9168224717 ,Corporation,"3015 H ST SACRAMENTO, CA 958164415 County: SACRAMENTO ",Active,08/21/2019,04/28/2018,N/A for this license type,BOTH,95816,sacramento,atafrontdesk@gmail.com,,a.t.a.c.h.s. inc.,9168224717.0,A10180000343TEMP
8295,RCP -- Sacramento,CA,Sacramento,38.610512,-121.432593,hybrid,1508 El Camino Avenue,4.0212678936605295,489,95815,https://weedmaps.com/dispensaries/rcp,storefront,916-925-5696,expressorder@rcpsacramento.org,rcpsacramento.org,,,A10170000091TEMP,,,,M10170000043TEMP,,2019-03,A10170000091TEMP,Cannabis - Retailer Temporary License,David Spradlin,RIVER CITY PHOENIX : Email- david@mwgholdingsllc.com : Phone- 9167084095 : Website- www.rcpsacramento.org,Corporation,"1508 El Camino AVE SACRAMENTO, CA 95815 County: SACRAMENTO ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95815,sacramento,david@mwgholdingsllc.com,www.rcpsacramento.org,river city phoenix,9167084095.0,A10170000091TEMP
33233,Delta Health and Wellness,CA,Sacramento,38.561883,-121.4907847,hybrid,2416 17th St,4.22627737226277,137,95818,https://weedmaps.com/dispensaries/delta-health-and-wellness-2-4,storefront,916-231-9934,dhw2416@gmail.com,,,,A10180000254TEMP,,,,M10180000164TEMP,,2019-03,A10180000254TEMP,Cannabis - Retailer Temporary License,Hung Nguyen,DELTA HEALTH & WELLNESS : Email- Deltahealthwellness@gmail.com : Phone- 9162319934 ,Corporation,"2416 17TH ST SACRAMENTO, CA 95818 County: SACRAMENTO ",Active,09/02/2019,02/09/2018,N/A for this license type,BOTH,95818,sacramento,deltahealthwellness@gmail.com,,delta health & wellness,9162319934.0,A10180000254TEMP
31272,Alternative Medical Center,CA,Sacramento,38.6040266,-121.4386561,hybrid,1220 Blumenfeld Drive,4.49218106995884,243,95815,https://weedmaps.com/dispensaries/amc,storefront,(916)564-1100,amc_916@yahoo.com,amcsacramento.com/,,,A10170000095TEMP,,,,M10170000114TEMP,,2019-03,A10170000095TEMP,Cannabis - Retailer Temporary License,Robert Baca,ALTERNATIVE MEDICAL CENTER  : AMC : Email- amc_916@yahoo.com : Phone- 9165641100 : Website- amcsacramento.com,Corporation,"1220 BLUMENFELD DR Sacramento, CA 95815 County: SACRAMENTO ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95815,sacramento,amc_916@yahoo.com,amcsacramento.com,alternative medical center,9165641100.0,A10170000095TEMP
16277,Abatin Wellness Center,CA,Sacramento,38.561493,-121.47348240000001,recreational,2100 29th Street,4.34676616915423,402,95817,https://weedmaps.com/dispensaries/abatinsacramento,storefront,(916) 822-5699,info@abatinsacramento.com,www.abatinsacramento.com,,,A10170000080TEMP,,,,M10170000122TEMP,,2019-03,A10170000080TEMP,Cannabis - Retailer Temporary License,Gary Hiller,"MIGLIORE, LLC  : Abatin Wellness Center : Email- ghiller@teambhc.com : Phone- 3107410888 : Website- http://www.abatinsacramento.com/",Limited Liability Company,"2100 29TH ST SACRAMENTO, CA 95817 County: SACRAMENTO ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95817,sacramento,ghiller@teambhc.com,http://www.abatinsacramento.com/,"migliore, llc",3107410888.0,A10170000080TEMP
27695,Kolas,CA,Sacramento,38.600691,-121.441259,medical,1115 Fee Dr.,4.3285024154589395,207,95815,https://weedmaps.com/dispensaries/kolas,storefront,916-646-6340,shopkolas@gmail.com,kolas.com,,,A10170000094TEMP,,,,M10170000121TEMP,,2019-03,A10170000094TEMP,Cannabis - Retailer Temporary License,Robert Baca,GOLDEN HEALTH & WELLNESS : Email- goldenwellness1@gmail.com : Phone- 9166466340 : Website- goldensacramento.com,Corporation,"1115 FEE DR SACRAMENTO, CA 95815 County: SACRAMENTO",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95815,sacramento,goldenwellness1@gmail.com,goldensacramento.com,golden health & wellness,9166466340.0,A10170000094TEMP
42237,Zen Garden Wellness,CA,Sacramento,38.607295,-121.47586299999999,medical,2201 Northgate Blvd. Suite H,4.25714285714286,287,95833,https://weedmaps.com/dispensaries/zen-garden-wellness,storefront,1 (916) 292-8120,management@zen916.com,www.instagram.com/zen_916/,,,A10180000147TEMP,,,,M10170000116TEMP,,2019-03,A10180000147TEMP,Cannabis - Retailer Temporary License,Corey Travis,"P.S.A.C., INC.  : Zen Garden Wellness : Email- psacsacramento@gmail.com : Phone- 4158904480 ",Corporation,"2201 NORTHGATE BLVD SACRAMENTO, CA 95833 County: SACRAMENTO ",Active,08/05/2019,01/12/2018,N/A for this license type,BOTH,95833,sacramento,psacsacramento@gmail.com,,"p.s.a.c., inc.",4158904480.0,A10180000147TEMP
55389,Zen Garden Wellness,CA,Sacramento,38.607295,-121.47586299999999,recreational,2201 Northgate Blvd. Suite H,4.075,24,95833,https://weedmaps.com/dispensaries/zen-garden-wellness-2,storefront,(916) 292-8120,management@zen916.com,,,,A10180000147TEMP,,,,M10170000116TEMP,,2019-03,A10180000147TEMP,Cannabis - Retailer Temporary License,Corey Travis,"P.S.A.C., INC.  : Zen Garden Wellness : Email- psacsacramento@gmail.com : Phone- 4158904480 ",Corporation,"2201 NORTHGATE BLVD SACRAMENTO, CA 95833 County: SACRAMENTO ",Active,08/05/2019,01/12/2018,N/A for this license type,BOTH,95833,sacramento,psacsacramento@gmail.com,,"p.s.a.c., inc.",4158904480.0,A10180000147TEMP
27914,Doctors Orders,CA,Sacramento,38.6543558,-121.4264979,medical,1704 Main Ave,3.80938416422287,341,95838,https://weedmaps.com/dispensaries/doctors-orders-rx,storefront,916-564-2112,Doctorsordersrx420@gmail.com,,,,A10180000163TEMP,,,,M10170000130TEMP,,2019-03,A10180000163TEMP,Cannabis - Retailer Temporary License,Robert Baca,"DOC'S COOPERATIVE, INC.  : Doctor's Orders : Email- doctorsordersrx420@gmail.com : Phone- 9165642112 : Website- doctorsordersrx.com",Corporation,"1704 MAIN AVE SACRAMENTO, CA 95838 County: SACRAMENTO ",Active,08/11/2019,01/18/2018,N/A for this license type,BOTH,95838,sacramento,doctorsordersrx420@gmail.com,doctorsordersrx.com,"doc's cooperative, inc.",9165642112.0,A10180000163TEMP
56989,All About Wellness,CA,Sacramento,38.567008,-121.485813,hybrid,1900 19th Street,3.05490196078431,51,95811,https://weedmaps.com/dispensaries/all-about-wellness-2,storefront,9164544327,express@sactown420.com,,,,A10170000066TEMP,,,,M10170000013TEMP,,2019-03,A10170000066TEMP,Cannabis - Retailer Temporary License,Philip Blurton,"PDEE, INC  : All About Wellness : Email- info@sactown420.com : Phone- 9164544327 ",Corporation,"1900 19TH ST SACRAMENTO, CA 95811 County: SACRAMENTO ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95811,sacramento,info@sactown420.com,,"pdee, inc",9164544327.0,A10170000066TEMP
29540,Connected Cannabis Co - Sacramento,CA,Sacramento,38.5252164,-121.47629340000002,hybrid,2831 Fruitridge Rd Suite E,4.31567821491486,1703,95820,https://weedmaps.com/dispensaries/collective-efforts-grand-open,storefront,(916) 475-1857,fdce@connectedca.com,www.connectedcannabisco.com,,,A10170000092TEMP,,,,M10170000140TEMP,,2019-03,A10170000092TEMP,Cannabis - Retailer Temporary License,Caleb Counts,SACRAMENTO COMMUNITY CANNABIS COLLECTIVE  : Connected Sacramento : Email- sacramento@connectedcannabisco.com : Phone- 9164751857 : Website- connectedcannabisco.com,Corporation,"2831 FRUITRIDGE RD SACRAMENTO, CA 95820 County: SACRAMENTO ",Active,07/25/2019,01/01/2018,N/A for this license type,BOTH,95820,sacramento,sacramento@connectedcannabisco.com,connectedcannabisco.com,sacramento community cannabis collective,9164751857.0,A10170000092TEMP
37041,SSCC - South Sacramento Care Center,CA,Sacramento,38.508771,-121.476453,recreational,114A Otto Circle,4.10049261083744,203,95822,https://weedmaps.com/dispensaries/south-sacramento-care-center,storefront,(916) 393-1820,sscc916@gmail.com,www.sscc916.com,,,A10180000149TEMP,,,,,,2019-03,A10180000149TEMP,Cannabis - Retailer Temporary License,Albert Ish,SEPTEM COMA INC.  : South Sacramento Care Center : Email- sscc916@gmail.com : Phone- 9163931820 : Website- www.sscc916.com,Corporation,"114 OTTO CIR SACRAMENTO, CA 95822 County: SACRAMENTO ",Active,08/05/2019,01/12/2018,N/A for this license type,Adult-Use,95822,sacramento,sscc916@gmail.com,www.sscc916.com,septem coma inc.,9163931820.0,A10180000149TEMP
40117,Metro Cannabis Co,CA,Sacramento,38.509260999999995,-121.39424299999999,hybrid,6492 Florin Perkins Rd.,4.3265306122449,147,95828,https://weedmaps.com/dispensaries/metrohealth-sacramento,storefront,916-382-9766,MetroCannabisCo@gmail.com,,,,A10180000144TEMP,,,,M10180000205TEMP,,2019-03,A10180000144TEMP,Cannabis - Retailer Temporary License,Brian Galletta,METRO HEALTH SYSTEMS  : Green Door Metro : Email- briang@spllcgroup.com : Phone- 5108121600 : Website- www.greendoormetro.com,Corporation,"6492 FLORIN PERKINS RD SACRAMENTO, CA 95828 County: SACRAMENTO ",Active,08/04/2019,01/11/2018,N/A for this license type,BOTH,95828,sacramento,briang@spllcgroup.com,www.greendoormetro.com,metro health systems,5108121600.0,A10180000144TEMP
30644,Safe Accessible Solutions,CA,Sacramento,38.520919899999996,-121.40733300000001,hybrid,8125 36th Ave,4.70553191489361,470,95824,https://weedmaps.com/dispensaries/sas,storefront,(916) 386-9840,sascollective420@gmail.com,sactownsas.com/,,,A10180000134TEMP,,,,M10170000101TEMP,,2019-03,A10180000134TEMP,Cannabis - Retailer Temporary License,Robert Baca,SAFE ACCESSIBLE SOLUTIONS : Email- sascollective420@gmail.com : Phone- 9163869840 : Website- sactownsas.com,Corporation,"8125 36TH AVE SACRAMENTO, CA 95824 County: SACRAMENTO",Active,08/03/2019,01/10/2018,N/A for this license type,BOTH,95824,sacramento,sascollective420@gmail.com,sactownsas.com,safe accessible solutions,9163869840.0,A10180000134TEMP
18837,Cloud 9,CA,Sacramento,38.523089,-121.38982800000001,hybrid,5711 Florin Perkins Road #A,4.466472303206991,343,95828,https://weedmaps.com/dispensaries/cloud-9-sacramento,storefront,916-387-8605,cloud9916@gmail.com,www.sacloud9.com,,,A10180000127TEMP,,,,M10170000093TEMP,,2019-03,A10180000127TEMP,Cannabis - Retailer Temporary License,Robert Baca,"C9 ALLIANCE COOPERATIVE, INC.  : Cloud 9 : Email- cloud9916@gmail.com : Phone- 9163878605 : Website- sacloud9.com",Corporation,"5711 FLORIN PERKINS RD SACRAMENTO, CA 95828 County: SACRAMENTO",Active,08/01/2019,01/08/2018,N/A for this license type,BOTH,95828,sacramento,cloud9916@gmail.com,sacloud9.com,"c9 alliance cooperative, inc.",9163878605.0,A10180000127TEMP
28589,House of Organics,California,Sacramento,38.525225,-121.37352779999999,hybrid,8848 Fruitridge Rd.,4.410050251256281,199,95826,https://weedmaps.com/dispensaries/house-of-organics,storefront,916-381-3769,houseoforganics13@gmail.com,sachouseoforganics.com,,,A10180000150TEMP,,,,M10170000127TEMP,,2019-03,A10180000150TEMP,Cannabis - Retailer Temporary License,Robert Baca,"PERCHTA, INC. A CALIFORNIA MUTUAL BENEFIT CORP.  : House of Organics : Email- houseoforganics13@gmail.com : Phone- 9163813769 : Website- sachouseoforganics.com",Corporation,"8848 FRUITRIDGE RD SACRAMENTO, CA 95826 County: SACRAMENTO ",Active,08/05/2019,01/12/2018,N/A for this license type,BOTH,95826,sacramento,houseoforganics13@gmail.com,sachouseoforganics.com,"perchta, inc. a california mutual benefit corp.",9163813769.0,A10180000150TEMP
14616,CC101,CA,Sacramento,38.509529,-121.389877,hybrid,6435 Florin Perkins Road,4.16655290102389,586,95828,https://weedmaps.com/dispensaries/cc101,storefront,(916) 387-6233,collectivecc101@gmail.com,cc101sac.com,,,A10180000130TEMP,,,,A10180000130TEMP,,2019-03,A10180000130TEMP,Cannabis - Retailer Temporary License,Robert Baca,CC101 : Email- collectivecc101@gmail.com : Phone- 9163876233 : Website- cc101sac.com,Corporation,"6435 FLORIN PERKINS RD SACRAMENTO, CA 95828 County: SACRAMENTO ",Active,08/02/2019,01/09/2018,N/A for this license type,BOTH,95828,sacramento,collectivecc101@gmail.com,cc101sac.com,cc101,9163876233.0,A10180000130TEMP
13471,WeedJoy,CA,Elk Grove,38.423216,-121.447952,hybrid,,4.955737704918031,122,9575,https://weedmaps.com/deliveries/kush-rush,delivery,(916) 849-7101,info@WeedJoy.com,WeedJoy.com,,,C9180000046TEMP,,,,,,2019-03,C9180000046TEMP,Cannabis - Retailer Nonstorefront Temporary License,Vincent Vo,KUSH RUSH : Email- vincentvo@Kushrush.org : Phone- 9168974768 ,Sole Proprietorship,"SACRAMENTO, CA 958281805 County: SACRAMENTO ",Active,08/05/2019,10/09/2018,N/A for this license type,Adult-Use,95828,sacramento,vincentvo@kushrush.org,,kush rush,9168974768.0,C9180000046TEMP
38014,Golden State Pressing,CA,Santa Cruz,36.962764,-122.02408100000001,hybrid,,4.37037037037037,27,95060,https://weedmaps.com/deliveries/golden-state-pressing,delivery,831 313 7370,goldenstatepressing@gmail.com,,,,C10180000047TEMP,,,,,,2019-03,C10180000047TEMP,Cannabis - Retailer Temporary License,Ihab Ghannam,IHAB GHANNAM : Email- ihab_ghannam@hotmail.com : Phone- 8053455553 ,Sole Proprietorship,"2609 DE LA VINA ST SANTA BARBARA, CA 931053823 County: SANTA BARBARA ",Active,07/15/2019,09/18/2018,N/A for this license type,Medicinal,93105,santa barbara,ihab_ghannam@hotmail.com,,ihab ghannam,8053455553.0,C10180000047TEMP
47685,Santa Barbara Collective,CA,Goleta,34.414949,-119.839453,medical,,5.0,3,90001,https://weedmaps.com/deliveries/santa-barbara-collective-2,delivery,(805)705-0656,Santabarbaracollective@outlook.com,,,,C10180000047TEMP,,,,,,2019-03,C10180000047TEMP,Cannabis - Retailer Temporary License,Ihab Ghannam,IHAB GHANNAM : Email- ihab_ghannam@hotmail.com : Phone- 8053455553 ,Sole Proprietorship,"2609 DE LA VINA ST SANTA BARBARA, CA 931053823 County: SANTA BARBARA ",Active,07/15/2019,09/18/2018,N/A for this license type,Medicinal,93105,santa barbara,ihab_ghannam@hotmail.com,,ihab ghannam,8053455553.0,C10180000047TEMP
61257,Santa Cruz Naturals - Watsonville,CA,Watsonville,36.904607,-121.74918100000001,hybrid,19 San Juan Rd,4.54838709677419,31,95076,https://weedmaps.com/dispensaries/santa-cruz-naturals,storefront,8317222018,service@santacruznaturals.org,www.santacruzcannabis.com,,,C10180000204TEMP,,,,C10180000204TEMP,,2019-03,C10180000204TEMP,Cannabis - Retailer Temporary License,Colin Disheroon,AVERDANT : Email- colin@santacruznaturals.org : Phone- 8316126143 ,Corporation,"19 SAN JUAN RD ROYAL OAKS, CA 950765234 County: MONTEREY ",Active,07/21/2019,12/23/2018,N/A for this license type,BOTH,95076,royal oaks,colin@santacruznaturals.org,,averdant,8316126143.0,C10180000204TEMP
